nombre_cancion,Artista,Popularidad,Fecha_de_lanzamiento,Genero,Subgenero,Bailabilidad,Energia,Modalidad,Habladas,Positividad,Tempo,Duracion_Sg
Tell Me,Dru Hill,9,1/01/2005,r&b,neo soul,65%,41%,0,4%,55%,130,253
I'll Go,Donell Jones,47,22/06/1905,r&b,neo soul,74%,74%,0,29%,95%,99,241
I Need You Now,Smokie Norful,50,1/01/2002,r&b,neo soul,34%,27%,0,31%,30%,96,251
Sweet Misery,Amel Larrieux,27,2/02/2000,r&b,neo soul,59%,46%,0,32%,21%,165,267
Infinite Possibilities,Amel Larrieux,13,21/06/1905,r&b,neo soul,55%,57%,0,72%,28%,90,258
Where Would I Be (The Question),Kindred The Family Soul,40,20/09/2005,r&b,neo soul,42%,47%,0,71%,59%,158,286
I'm So Into You,SWV,62,27/10/1992,r&b,neo soul,85%,51%,1,51%,62%,9,278
Halfcrazy - Album Version (Edited),Musiq Soulchild,51,1/01/2002,r&b,neo soul,41%,77%,0,18%,41%,101,254
I Can't Stop Loving You,Kem,53,1/01/2004,r&b,neo soul,70%,30%,0,45%,12%,141,323
Love Calls - Main,Kem,52,25/06/1905,r&b,neo soul,81%,53%,0,62%,52%,143,313
Angel (Live),Lalah Hathaway,48,30/10/2015,r&b,neo soul,57%,50%,1,3%,39%,80,342
Fortunate,Maxwell,50,1/01/1999,r&b,neo soul,74%,36%,0,59%,34%,126,299
You Know That I Love You,Donell Jones,41,4/06/2002,r&b,neo soul,77%,49%,1,42%,80%,96,260
If You Love Me,Mint Condition,39,22/10/1999,r&b,neo soul,44%,59%,1,31%,23%,118,385
"Hopeless (From the New Line Cinema Film, ""Love Jones"")",Dionne Farris,32,11/03/1997,r&b,neo soul,74%,39%,1,47%,83%,78,234
"The Sweetest Thing (feat. Lauryn Hill) - From the New Line Cinema film ""Love Jones""",Refugee Camp All-Stars,42,11/03/1997,r&b,neo soul,61%,60%,0,10%,33%,83,292
Sumthin' Sumthin' - (Mellosmoothe) [cut],Maxwell,35,11/03/1997,r&b,neo soul,34%,23%,1,36%,16%,115,253
Never Enough,Groove Theory,26,11/03/1997,r&b,neo soul,76%,52%,0,14%,92%,81,266
Gotta Find A Way,Frank Mccomb,10,26/08/2000,r&b,neo soul,73%,32%,1,6%,79%,73,308
If This Is Love,Frank Mccomb,5,26/08/2000,r&b,neo soul,73%,35%,1,31%,34%,93,391
The Wedding Song,Frank Mccomb,7,26/08/2000,r&b,neo soul,55%,37%,1,33%,31%,116,398
All You Need Is Love,Frank Mccomb,14,26/08/2000,r&b,neo soul,63%,33%,1,60%,21%,108,190
Dance Tonight,Lucy Pearl,52,22/06/1905,r&b,neo soul,79%,43%,0,64%,71%,99,221
Where Would You Be,Yaw,45,1/12/2008,r&b,neo soul,38%,28%,0,37%,17%,95,254
Didn't Cha Know,Erykah Badu,62,31/10/2000,r&b,neo soul,75%,47%,0,12%,82%,135,238
Orange Moon,Erykah Badu,50,31/10/2000,r&b,neo soul,47%,15%,0,36%,12%,97,430
Time,Sebastian Mikael,51,5/04/2019,r&b,neo soul,55%,79%,1,23%,56%,134,210
Whipped Cream,Ari Lennox,65,7/05/2019,r&b,neo soul,74%,40%,0,4%,42%,85,288
Roll Some Mo,Lucky Daye,65,24/05/2019,r&b,neo soul,40%,51%,1,61%,36%,74,292
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,60,10/10/2018,r&b,neo soul,55%,74%,0,54%,72%,69,277
Lady Lady,Masego,0,5/07/2019,r&b,neo soul,64%,67%,1,25%,47%,99,154
Broken Clocks,SZA,72,9/06/2017,r&b,neo soul,68%,68%,1,18%,41%,112,231
Ooh Nah Nah (feat. Masego),SiR,64,23/01/2017,r&b,neo soul,85%,27%,0,28%,57%,116,240
Blind Man,Xavier Omär,64,27/07/2018,r&b,neo soul,89%,52%,1,6%,35%,111,242
Too Deep,dvsn,61,27/03/2016,r&b,neo soul,62%,24%,1,10%,56%,183,200
Think About Me,dvsn,65,13/10/2017,r&b,neo soul,55%,29%,1,48%,11%,105,246
Backseat,Ari Lennox,56,21/10/2016,r&b,neo soul,72%,71%,0,14%,65%,139,219
Sativa,Jhené Aiko,74,22/09/2017,r&b,neo soul,74%,61%,0,51%,72%,12,276
Mood,dvsn,56,13/10/2017,r&b,neo soul,62%,45%,0,22%,17%,6,215
With Me,dvsn,63,27/03/2016,r&b,neo soul,77%,47%,1,31%,25%,110,419
Love Galore (feat. Travis Scott),SZA,77,9/06/2017,r&b,neo soul,80%,59%,1,75%,41%,135,275
Wanna Be,The Internet,58,20/07/2018,r&b,neo soul,88%,41%,0,57%,45%,87,267
Garden (Say It Like Dat),SZA,69,9/06/2017,r&b,neo soul,73%,46%,1,29%,55%,111,208
Roses,BJ The Chicago Kid,49,13/02/2017,r&b,neo soul,69%,61%,0,81%,21%,109,181
Location,Khalid,82,27/04/2017,r&b,neo soul,74%,45%,0,43%,33%,80,219
Gonna Love Me,Teyana Taylor,70,23/06/2018,r&b,neo soul,51%,51%,0,28%,31%,88,166
Who Hurt You?,Daniel Caesar,73,16/10/2018,r&b,neo soul,65%,49%,0,11%,28%,104,231
Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,71,1/12/2017,r&b,neo soul,46%,65%,1,33%,59%,81,322
Night Drive,Ari Lennox,62,21/10/2016,r&b,neo soul,82%,43%,1,18%,71%,129,150
Thursday,Leven Kali,52,7/12/2018,r&b,neo soul,31%,40%,1,50%,30%,169,252
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,71,6/04/2018,r&b,neo soul,70%,66%,0,13%,84%,7,207
Backwood,Ari Lennox,53,21/10/2016,r&b,neo soul,61%,38%,0,20%,59%,74,168
Closer (Ode 2 U),Ravyn Lenae,48,9/02/2018,r&b,neo soul,71%,49%,0,34%,56%,104,196
Hold On,The Internet,59,20/07/2018,r&b,neo soul,70%,41%,1,37%,44%,60,406
Stay Flo,Solange,66,1/03/2019,r&b,neo soul,82%,56%,1,28%,67%,155,175
Herside Story,GoldLink,70,24/03/2017,r&b,neo soul,89%,60%,1,29%,75%,148,183
Almeda,Solange,65,1/03/2019,r&b,neo soul,83%,55%,1,3%,63%,110,236
Close,Ella Mai,57,12/10/2018,r&b,neo soul,74%,45%,0,90%,29%,81,251
Around Me,Brent Faiyaz,64,19/10/2018,r&b,neo soul,59%,18%,1,65%,13%,75,183
GOAT,Ari Lennox,48,21/10/2016,r&b,neo soul,70%,59%,0,22%,81%,14,147
The One - Radio Edit,Jorja Smith,51,7/12/2018,r&b,neo soul,48%,71%,0,52%,54%,82,165
LOVE AGAIN,Daniel Caesar,69,28/06/2019,r&b,neo soul,55%,44%,1,92%,53%,76,214
Hold Me Down,Daniel Caesar,65,25/08/2017,r&b,neo soul,46%,43%,0,55%,23%,116,231
Take Me Away (feat. Syd),Daniel Caesar,61,25/08/2017,r&b,neo soul,40%,41%,1,6%,19%,74,226
BMO,Ari Lennox,67,7/05/2019,r&b,neo soul,72%,65%,0,64%,81%,157,146
Shea Butter Baby (with J. Cole),Ari Lennox,69,7/05/2019,r&b,neo soul,71%,49%,0,76%,40%,155,211
SOS,McClenney,49,19/02/2019,r&b,neo soul,70%,32%,1,38%,55%,72,187
Love in the Sky,McClenney,37,28/03/2019,r&b,neo soul,65%,59%,0,33%,69%,71,257
CPR,Summer Walker,68,19/10/2018,r&b,neo soul,69%,37%,0,18%,14%,140,203
"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",Teyana Taylor,58,2/11/2018,r&b,neo soul,55%,60%,0,35%,49%,89,289
Speak To Me,Ari Lennox,21,7/05/2019,r&b,neo soul,81%,51%,0,74%,67%,154,224
I Will Go Down,Y'Akoto,21,22/08/2014,r&b,neo soul,73%,48%,0,15%,48%,179,195
The Addict,Bo Saris,1,1/01/2014,r&b,neo soul,54%,52%,1,32%,55%,144,224
Next Time,Curtis Harding,0,17/11/2014,r&b,neo soul,68%,50%,0,3%,91%,125,270
Woman of the Ghetto - Akshin Alizadeh Remix,Marlena Shaw,3,17/06/2014,r&b,neo soul,71%,45%,0,29%,13%,100,301
Keep On Looking (Kenny Dope Remix),Sharon Jones,24,20/10/2008,r&b,neo soul,72%,95%,0,47%,86%,136,331
Karma,Lady,0,5/03/2013,r&b,neo soul,44%,55%,0,24%,56%,166,240
Today,Kendra Morris,0,27/01/2014,r&b,neo soul,59%,48%,1,29%,33%,133,265
Blame Me,Hannah Williams,6,9/06/2012,r&b,neo soul,56%,50%,0,3%,39%,106,247
Longview,Ruby Velle & The Soulphonics,0,4/09/2012,r&b,neo soul,61%,60%,0,15%,76%,176,233
If You Didn't Go,Kendra Morris,0,27/01/2014,r&b,neo soul,53%,54%,0,30%,50%,139,286
As Long as Ive Got You,Kendra Morris,8,1/10/2014,r&b,neo soul,47%,63%,1,28%,33%,172,178
Concrete Waves,Kendra Morris,15,1/10/2013,r&b,neo soul,55%,42%,0,5%,25%,17,270
Banshee,Kendra Morris,32,1/10/2013,r&b,neo soul,50%,52%,1,57%,41%,19,226
Im Gonna Be (500 Miles),Kendra Morris,16,1/10/2014,r&b,neo soul,57%,73%,0,53%,59%,82,292
Shine on You Crazy Diamond,Kendra Morris,15,1/10/2014,r&b,neo soul,32%,59%,0,32%,21%,139,281
It's Too Late,The Excelsiors,0,8/09/2014,r&b,neo soul,65%,61%,1,18%,54%,92,239
It's All Over (But the Crying),Lee Fields & The Expressions,25,13/03/2012,r&b,neo soul,59%,65%,0,61%,72%,83,250
All I Need,Lee Fields & The Expressions,48,2/06/2014,r&b,neo soul,61%,79%,0,28%,55%,115,214
Star,Gary Clark Jr.,9,4/09/2015,r&b,neo soul,64%,75%,0,47%,53%,84,284
Finally Yours,Giovanca,0,20/09/2013,r&b,neo soul,48%,62%,0,57%,68%,87,252
Eye to Eye,Lee Fields & The Expressions,26,2/06/2014,r&b,neo soul,45%,57%,1,38%,48%,172,254
Missing Me (feat. Jack Tyson-Charles),Lack Of Afro,48,3/03/2014,r&b,neo soul,66%,87%,0,77%,91%,82,222
Im Ok,Lisa Shaw,33,10/03/2009,r&b,neo soul,69%,69%,0,31%,46%,94,298
The Rain,K-OS,29,17/07/2007,r&b,neo soul,75%,54%,0,40%,70%,96,231
Forget What I Said,Noora Noor,3,16/03/2009,r&b,neo soul,42%,41%,0,38%,52%,170,199
Sometimes,Erykah Badu,1,11/02/1997,r&b,neo soul,78%,47%,0,14%,56%,90,250
Know Til Now - Pixelated Remix,Jim James,0,1/01/2013,r&b,neo soul,75%,72%,0,40%,54%,108,384
Honey Dove,Lee Fields & The Expressions,50,2/06/2009,r&b,neo soul,49%,50%,0,6%,20%,160,246
How You Like Me Now,The Heavy,8,5/10/2009,r&b,neo soul,65%,71%,1,3%,27%,110,217
Feel Right,Mark Ronson,1,23/11/2014,r&b,neo soul,84%,86%,0,6%,88%,110,222
Watching The World,Surahn,0,26/11/2012,r&b,neo soul,82%,63%,0,26%,81%,109,388
Wish I Didn't Miss You,Angie Stone,62,16/10/2001,r&b,neo soul,86%,76%,1,33%,84%,123,270
You Give Me Something,Jamiroquai,9,3/09/2001,r&b,neo soul,64%,69%,1,26%,58%,11,199
Miss You,Leela James,37,24/03/2009,r&b,neo soul,81%,57%,0,37%,77%,105,324
Everyday - Remastered,Jamiroquai,5,9/09/1996,r&b,neo soul,70%,41%,0,35%,76%,136,268
Falling,Jamiroquai,45,8/06/1999,r&b,neo soul,67%,58%,1,69%,55%,85,225
Without Love,Nikka Costa,0,1/01/2008,r&b,neo soul,62%,58%,0,48%,62%,95,264
Deeper Still,Incognito,16,13/05/2014,r&b,neo soul,64%,57%,1,15%,66%,149,217
Bruised But Not Broken,Joss Stone,36,1/01/2011,r&b,neo soul,61%,66%,1,10%,58%,76,256
Like A Fool,Crazy P,6,11/05/2015,r&b,neo soul,77%,65%,0,34%,20%,120,305
This Corrosion,Diane Birch,0,11/01/2011,r&b,neo soul,57%,86%,0,29%,97%,168,219
Stay the Same,Huon Kind,20,17/10/2014,r&b,neo soul,73%,47%,0,7%,41%,84,194
Power,Pompeya,0,3/07/1905,r&b,neo soul,62%,68%,0,36%,82%,100,291
Heaven's On The Other Side,Curtis Harding,40,19/01/2015,r&b,neo soul,67%,49%,1,28%,33%,11,239
Only This Moment - KLar & PF Mix,Socialites,28,1/10/2012,r&b,neo soul,73%,70%,0,45%,75%,104,464
Here,Alessia Cara,2,30/04/2015,r&b,neo soul,38%,82%,1,9%,34%,119,200
Feelin' Lovely,Devonté Hynes,1,30/10/2015,r&b,neo soul,72%,76%,0,59%,70%,89,231
Feeling Good,Ms. Lauryn Hill,34,10/07/2015,r&b,neo soul,55%,68%,0,43%,46%,116,243
Can't Wait,Jill Scott,49,24/07/2015,r&b,neo soul,64%,57%,0,6%,61%,72,271
Half Time,Amy Winehouse,58,1/01/2011,r&b,neo soul,62%,49%,0,58%,27%,84,230
Still A Friend Of Mine,Incognito,20,1/01/2006,r&b,neo soul,67%,72%,1,3%,84%,86,336
Love Me Or Leave Me,SAYGRACE,25,10/07/2015,r&b,neo soul,56%,55%,1,74%,11%,89,270
Wicked Game,Kendra Morris,8,1/10/2014,r&b,neo soul,62%,41%,1,29%,50%,120,251
Walk on By,Kendra Morris,5,1/10/2014,r&b,neo soul,60%,64%,1,36%,46%,105,223
Back N Forth,Myron & E,0,1/07/2013,r&b,neo soul,67%,56%,0,35%,82%,146,269
Famous,Selah Sue,0,2/11/2012,r&b,neo soul,69%,63%,0,36%,48%,94,222
Fool For You,Alice Smith,0,19/03/2013,r&b,neo soul,66%,82%,0,50%,70%,141,224
Sadness,Selah Sue,25,27/03/2015,r&b,neo soul,60%,68%,1,31%,50%,79,240
Fallin',Alicia Keys,21,5/06/2001,r&b,neo soul,65%,61%,0,4%,48%,95,210
Do I,Alice Smith,21,28/06/1905,r&b,neo soul,70%,47%,0,42%,53%,122,245
Loves Comes and Goes,Lee Fields & The Expressions,14,22/11/2011,r&b,neo soul,62%,47%,1,36%,71%,144,195
Deliciously Down,Cree Summer,16,20/04/1999,r&b,neo soul,69%,54%,1,28%,72%,148,290
Stone Rollin',Raphael Saadiq,34,25/03/2011,r&b,neo soul,66%,81%,1,25%,75%,99,216
I Swear,Ledisi,16,1/01/2014,r&b,neo soul,72%,78%,1,38%,64%,139,207
Never Give You Up,Raphael Saadiq,38,12/09/2008,r&b,neo soul,65%,78%,0,55%,69%,87,252
Going In Circles,Myron & E,0,1/07/2013,r&b,neo soul,51%,59%,1,33%,65%,91,409
Move On Up,The Dynamics,0,29/06/1905,r&b,neo soul,84%,71%,0,35%,97%,145,359
This Thing,D'Nell,0,14/02/2011,r&b,neo soul,61%,73%,1,24%,73%,152,355
Woman,Neneh Cherry,58,1/01/1996,r&b,neo soul,54%,54%,0,26%,33%,136,270
Clean the House,Fat Freddy's Drop,0,24/06/2013,r&b,neo soul,79%,63%,0,35%,23%,81,254
Sometimes It Hurts,Dojo Cuts,48,16/04/2012,r&b,neo soul,66%,57%,0,28%,67%,92,307
Afro Blue,Robert Glasper,52,1/01/2012,r&b,neo soul,82%,43%,0,32%,45%,879,307
Carry This,Y'Akoto,20,22/08/2014,r&b,neo soul,80%,41%,0,46%,38%,130,215
Tamba - Radio Version,Y'Akoto,17,19/08/2011,r&b,neo soul,78%,49%,0,95%,61%,81,190
Lost,Kellylee Evans,0,23/02/2010,r&b,neo soul,79%,47%,0,11%,73%,77,206
I Don't Think I Want to Know,Kellylee Evans,4,1/01/2006,r&b,neo soul,38%,32%,0,42%,36%,16,345
A Change Is Gonna Come,Leela James,43,27/06/1905,r&b,neo soul,66%,31%,1,3%,15%,137,215
I've Been Thinking - feat. Cat Power,Handsome Boy Modeling School,2,1/09/2004,r&b,neo soul,71%,48%,0,77%,43%,80,324
Cold Tears,AM & Shawn Lee,35,16/06/2015,r&b,neo soul,59%,88%,1,43%,84%,112,186
Wild Side,Cross My Heart Hope To Die,0,2/04/2013,r&b,neo soul,43%,84%,1,67%,36%,149,234
Wilhelm Scream,The Bamboos,6,1/01/2012,r&b,neo soul,57%,62%,1,26%,40%,150,268
Nothing Matters,Christian Gregory,0,19/08/2014,r&b,neo soul,68%,55%,0,38%,94%,143,258
How Do I Let a Good Man Down?,Sharon Jones & The Dap-Kings,28,27/06/1905,r&b,neo soul,66%,96%,1,55%,87%,123,182
This Girl (feat. Kylie Auldist),Cookin' On 3 Burners,4,1/07/1905,r&b,neo soul,62%,76%,0,30%,65%,101,224
Baltimore,Jazmine Sullivan,27,10/07/2015,r&b,neo soul,75%,62%,0,7%,84%,7,303
Stepping Stone,Duffy,50,30/06/1905,r&b,neo soul,69%,52%,0,25%,47%,97,209
Disciples,Stee Downes,0,20/10/2008,r&b,neo soul,68%,78%,0,12%,87%,116,250
Two Steps,Alice Russell,8,17/11/2008,r&b,neo soul,64%,67%,1,77%,84%,139,226
Howlin' for You,Kylie Auldist,9,4/07/1905,r&b,neo soul,73%,63%,1,50%,35%,125,215
Soul Revelation,Nicola Conte,12,16/04/2014,r&b,neo soul,55%,77%,0,16%,53%,84,262
Free Souls,Nicola Conte,22,16/04/2014,r&b,neo soul,72%,61%,0,49%,83%,119,219
I'm Not The One,The Black Keys,40,18/10/2010,r&b,neo soul,61%,41%,0,31%,47%,139,229
Got It Bad,LEISURE,4,1/05/2015,r&b,neo soul,79%,53%,0,38%,50%,95,205
Season's Trees (feat. Norah Jones),Danger Mouse,37,16/05/2011,r&b,neo soul,54%,66%,0,27%,72%,78,191
Ann Wants to Dance,Papooz,1,22/06/2015,r&b,neo soul,74%,45%,1,27%,70%,10,215
This Ain't Love,Joss Stone,33,31/07/2015,r&b,neo soul,80%,65%,0,14%,54%,89,268
Cut the Line,Joss Stone,25,31/07/2015,r&b,neo soul,84%,67%,1,23%,77%,91,246
Stand In The Way (Of Love),Timothy Bloom,20,13/10/2014,r&b,neo soul,59%,60%,0,31%,49%,159,225
Fool's Gold,Jill Scott,42,24/07/2015,r&b,neo soul,67%,54%,0,42%,26%,8,202
yes,Musiq Soulchild,43,3/05/2011,r&b,neo soul,53%,77%,0,26%,68%,173,221
single,Musiq Soulchild,23,3/05/2011,r&b,neo soul,71%,58%,0,11%,32%,95,245
until,Musiq Soulchild,31,24/11/2008,r&b,neo soul,56%,74%,0,18%,45%,99,210
Girl Next Door,Musiq Soulchild,35,1/01/2000,r&b,neo soul,70%,63%,0,26%,77%,77,286
Just Friends (Sunny),Musiq Soulchild,57,1/01/2000,r&b,neo soul,75%,38%,1,20%,55%,95,251
143,Musiq Soulchild,33,1/01/2000,r&b,neo soul,61%,53%,1,46%,20%,87,297
Silky Soul,Maze,0,25/08/2009,r&b,neo soul,60%,66%,0,9%,68%,95,320
Little Things - Main,India.Arie,39,24/09/2002,r&b,neo soul,79%,51%,1,11%,55%,92,209
Talk To Her,India.Arie,35,24/09/2002,r&b,neo soul,81%,47%,1,47%,82%,148,310
Slow Down,India.Arie,27,24/09/2002,r&b,neo soul,98%,50%,1,12%,62%,115,232
The Truth,India.Arie,46,24/09/2002,r&b,neo soul,69%,47%,0,20%,29%,9,209
Get It Together,India.Arie,48,24/09/2002,r&b,neo soul,77%,37%,1,84%,47%,96,294
Headed In The Right Direction,India.Arie,27,24/09/2002,r&b,neo soul,86%,58%,0,34%,88%,118,209
Window Seat,Erykah Badu,56,30/03/2010,r&b,neo soul,64%,54%,0,94%,56%,82,289
"Gone Baby, Don't Be Long",Erykah Badu,47,30/03/2010,r&b,neo soul,69%,76%,0,22%,73%,172,279
On & On,Erykah Badu,49,11/02/1997,r&b,neo soul,77%,40%,0,15%,34%,80,225
Other Side Of The Game,Erykah Badu,35,11/02/1997,r&b,neo soul,67%,25%,0,77%,21%,82,393
Certainly,Erykah Badu,30,11/02/1997,r&b,neo soul,77%,39%,1,18%,16%,142,283
Honey,Erykah Badu,0,26/02/2008,r&b,neo soul,41%,80%,0,39%,49%,87,320
Bag Lady,Erykah Badu,53,31/10/2000,r&b,neo soul,72%,42%,0,84%,58%,151,348
Can't Take My Eyes Off Of You,Ms. Lauryn Hill,1,25/08/1998,r&b,neo soul,75%,66%,0,80%,63%,88,221
Ex-Factor,Ms. Lauryn Hill,3,25/08/1998,r&b,neo soul,59%,62%,0,98%,67%,8,326
Everything Is Everything,Ms. Lauryn Hill,1,25/08/1998,r&b,neo soul,82%,71%,1,29%,85%,94,293
Mr. Intentional - Live,Ms. Lauryn Hill,40,7/05/2002,r&b,neo soul,52%,57%,0,29%,73%,170,418
Another Love,Alice Smith,0,19/03/2013,r&b,neo soul,65%,66%,0,40%,79%,135,203
Doo Wop (That Thing),Ms. Lauryn Hill,7,25/08/1998,r&b,neo soul,54%,51%,0,25%,50%,99,320
When It Hurts so Bad,Ms. Lauryn Hill,0,25/08/1998,r&b,neo soul,67%,52%,0,28%,83%,159,342
Nothing Even Matters,Ms. Lauryn Hill,1,25/08/1998,r&b,neo soul,54%,36%,0,17%,55%,136,350
Arroz Con Pollo,Maxwell,0,30/06/1998,r&b,neo soul,82%,45%,1,87%,46%,96,175
The Urban Theme,Maxwell,38,2/04/1996,r&b,neo soul,81%,72%,0,69%,83%,100,161
Sumthin' Sumthin',Maxwell,55,2/04/1996,r&b,neo soul,81%,53%,0,60%,86%,9,257
Ascension (Don't Ever Wonder),Maxwell,65,2/04/1996,r&b,neo soul,75%,47%,1,32%,78%,96,346
Dancewitme,Maxwell,36,2/04/1996,r&b,neo soul,71%,62%,0,46%,70%,98,375
Green Light (feat. André 3000),John Legend,57,27/10/2008,r&b,neo soul,62%,88%,0,12%,76%,77,284
No Other Love (feat. Estelle),John Legend,46,27/10/2008,r&b,neo soul,64%,68%,0,12%,69%,164,239
Good Morning,John Legend,46,27/10/2008,r&b,neo soul,67%,50%,1,39%,43%,133,241
Let's Get Lifted,John Legend,0,26/10/2004,r&b,neo soul,56%,71%,0,5%,47%,86,217
Used To Love U,John Legend,0,26/10/2004,r&b,neo soul,65%,81%,0,86%,61%,87,210
Save Room,John Legend,0,28/10/2008,r&b,neo soul,69%,57%,1,26%,38%,111,235
Heaven,John Legend,0,28/10/2008,r&b,neo soul,42%,82%,1,26%,45%,190,214
So High,John Legend,0,28/10/2008,r&b,neo soul,30%,34%,0,58%,21%,71,307
Each Day Gets Better,John Legend,0,28/10/2008,r&b,neo soul,73%,53%,0,4%,60%,99,227
P.D.A. (We Just Don't Care),John Legend,0,28/10/2008,r&b,neo soul,80%,76%,1,45%,56%,111,278
Another Again,John Legend,0,28/10/2008,r&b,neo soul,53%,84%,1,20%,47%,8,241
Shine,John Legend,30,17/09/2010,r&b,neo soul,37%,47%,1,42%,17%,129,283
U Do It For Me,Algebra Blessett,0,26/02/2008,r&b,neo soul,69%,71%,0,38%,53%,8,240
Run and Hide,Algebra Blessett,0,26/02/2008,r&b,neo soul,64%,63%,0,12%,53%,84,242
My Pride,Algebra Blessett,0,26/02/2008,r&b,neo soul,46%,71%,0,94%,38%,173,212
Tug of War,Algebra Blessett,0,26/02/2008,r&b,neo soul,80%,73%,0,75%,80%,12,253
Bulletproof,Raheem DeVaughn,30,26/02/2010,r&b,neo soul,67%,76%,1,11%,60%,141,283
Guess Who Loves You More,Raheem DeVaughn,47,27/06/1905,r&b,neo soul,76%,51%,0,15%,81%,77,320
Until,Raheem DeVaughn,21,27/06/1905,r&b,neo soul,58%,66%,0,24%,65%,77,309
I Don't Care,Raheem DeVaughn,9,23/04/2010,r&b,neo soul,71%,81%,1,65%,40%,106,254
Mo Better,Raheem DeVaughn,5,25/08/2008,r&b,neo soul,38%,36%,1,32%,18%,119,459
Prototype,OutKast,1,23/09/2003,r&b,neo soul,64%,37%,1,40%,19%,76,326
Lady - Radio Edit,D'Angelo,2,1/01/2008,r&b,neo soul,81%,45%,0,93%,78%,84,246
Cruisin' - Radio Edit,D'Angelo,4,1/01/2008,r&b,neo soul,44%,58%,0,18%,37%,76,238
Me And Those Dreamin' Eyes Of Mine - Radio Edit,D'Angelo,1,1/01/2008,r&b,neo soul,59%,52%,0,15%,55%,86,255
Smooth,D'Angelo,4,1/01/2008,r&b,neo soul,67%,61%,0,19%,63%,8,259
I Found My Smile Again,D'Angelo,3,1/01/2008,r&b,neo soul,81%,38%,0,53%,54%,92,373
Girl You Need A Change Of Mind,D'Angelo,0,1/01/2008,r&b,neo soul,75%,79%,0,49%,82%,94,248
Can't Hide Love - Live,D'Angelo,8,1/01/2008,r&b,neo soul,52%,70%,0,89%,49%,79,236
Send It On,D'Angelo,3,1/01/2008,r&b,neo soul,80%,28%,1,93%,31%,127,355
Feel Like Makin' Love,D'Angelo,2,1/01/2008,r&b,neo soul,91%,25%,0,16%,54%,87,362
Jonz In My Bonz,D'Angelo,0,3/07/1995,r&b,neo soul,80%,41%,1,23%,69%,86,356
When We Get By,D'Angelo,0,3/07/1995,r&b,neo soul,76%,41%,1,34%,70%,108,344
Be Here,Raphael Saadiq,47,1/01/2002,r&b,neo soul,62%,60%,0,33%,71%,87,228
Still Ray,Raphael Saadiq,50,1/01/2002,r&b,neo soul,83%,45%,0,36%,92%,83,183
Excuse Me,Raphael Saadiq,34,1/01/2002,r&b,neo soul,89%,38%,1,35%,75%,95,204
So In Love - feat. Anthony Hamilton,Jill Scott,53,21/06/2011,r&b,neo soul,71%,70%,1,49%,45%,102,275
Daydreamin',Lupe Fiasco,17,30/01/2007,r&b,neo soul,52%,75%,0,66%,56%,81,227
Good Morning Heartache,Chris Botti,17,30/01/2007,r&b,neo soul,60%,47%,0,50%,41%,82,370
8 Minutes to Sunrise,Common,15,30/01/2007,r&b,neo soul,81%,76%,0,37%,57%,88,265
Sometimes I Wonder,Darius Rucker,10,30/01/2007,r&b,neo soul,36%,57%,0,90%,17%,78,251
Love Rain - (Coffee Shop Mix),Mos Def,16,30/01/2007,r&b,neo soul,73%,39%,1,39%,34%,172,256
Come See Me,Jill Scott,25,25/09/2007,r&b,neo soul,57%,50%,0,10%,42%,116,300
Whenever You're Around,Jill Scott,36,25/09/2007,r&b,neo soul,63%,78%,1,25%,53%,88,245
Wanna Be Loved,Jill Scott,33,25/09/2007,r&b,neo soul,87%,67%,1,50%,63%,119,202
I'm Not Afraid,Jill Scott,26,31/08/2004,r&b,neo soul,81%,47%,1,8%,54%,90,205
Golden,Jill Scott,53,31/08/2004,r&b,neo soul,77%,56%,0,83%,59%,100,231
Talk to Me,Jill Scott,25,31/08/2004,r&b,neo soul,50%,47%,0,21%,34%,9,284
Family Reunion,Jill Scott,31,31/08/2004,r&b,neo soul,67%,46%,1,7%,68%,89,312
Gettin' In the Way,Jill Scott,42,18/07/2000,r&b,neo soul,74%,41%,0,12%,42%,136,236
Magnolia's Room,Anthony Hamilton,16,3/04/2007,r&b,neo soul,87%,57%,1,35%,96%,106,303
"Cornbread, Fish & Collard Greens",Anthony Hamilton,47,15/07/2003,r&b,neo soul,85%,53%,1,24%,75%,98,273
Always on My Mind,Brandy,33,16/06/1905,r&b,neo soul,71%,40%,1,37%,42%,90,246
Collard Greens & Cornbread,Fantasia,36,20/08/2010,r&b,neo soul,37%,61%,1,45%,54%,144,231
Ordinary,Wayne Brady,25,1/01/2008,r&b,neo soul,79%,63%,1,36%,82%,91,203
Best Of Me,Chrisette Michele,28,1/01/2007,r&b,neo soul,83%,69%,1,41%,58%,110,232
Happy Feelin's,Ledisi,0,25/08/2009,r&b,neo soul,51%,50%,1,49%,43%,72,307
Think Of You,Ledisi,32,1/01/2007,r&b,neo soul,73%,62%,0,24%,75%,81,308
Foreplay,Jalen Santoy,66,7/07/2016,r&b,neo soul,73%,42%,0,68%,51%,118,173
Ain't Nothing Changed,Loyle Carner,60,20/01/2017,r&b,neo soul,75%,66%,1,18%,15%,90,194
